user_id,signup_date,country,device,acquisition_channel,engagement_segment,engagement_propensity,first_week_sessions,used_workout_plan_first_month,converted_subscriber,plan_type,revenue_usd
U00631,2025-12-14,DE,Android,Paid Social,Casual,0.236,11,1,0,Free,0.0
U00632,2025-09-30,US,Android,Paid Search,Regular,0.59,12,1,0,Free,0.0
U00633,2025-10-19,IN,Android,Referral,Casual,0.326,10,1,0,Free,0.0
U00634,2025-10-09,US,iOS,Organic Search,Casual,0.169,4,1,0,Free,0.0
U00635,2025-09-03,AU,Android,Paid Social,Casual,0.214,6,1,0,Free,0.0
U00636,2025-12-05,IN,iOS,Organic Search,Regular,0.529,11,1,0,Free,0.0
U00637,2025-09-13,AU,iOS,App Store Browse,Regular,0.598,18,1,0,Free,0.0
U00638,2025-09-24,US,Android,Organic Search,Casual,0.218,10,1,0,Free,0.0
U00639,2025-12-24,US,Android,Organic Search,Casual,0.224,13,1,1,Monthly,7.99
U00640,2026-01-22,IN,iOS,Paid Social,Regular,0.465,8,1,1,Monthly,12.99
U00641,2025-12-02,US,iOS,Organic Search,Casual,0.279,14,1,1,Monthly,7.99
U00642,2026-01-16,US,iOS,Organic Search,Casual,0.24,12,1,0,Free,0.0
U00643,2026-01-05,US,iOS,Organic Search,Regular,0.511,19,1,1,Monthly,7.99
U00644,2025-10-28,DE,Android,Paid Search,Casual,0.234,6,1,0,Free,0.0
U00645,2025-12-20,UK,iOS,Paid Search,Regular,0.618,21,1,0,Free,0.0
U00646,2025-09-30,UK,Android,Paid Search,Casual,0.19,7,1,0,Free,0.0
U00647,2025-10-24,IN,iOS,Referral,Regular,0.5,8,1,1,Monthly,7.99
U00648,2025-11-07,US,iOS,Paid Social,Casual,0.325,12,1,0,Free,0.0
U00649,2026-01-24,US,Android,App Store Browse,Casual,0.255,5,1,0,Free,0.0
U00650,2026-01-04,US,iOS,Referral,Casual,0.29,6,1,0,Free,0.0
U00651,2025-10-30,UK,iOS,Influencer,Regular,0.574,10,1,0,Free,0.0
U00652,2025-11-29,US,Web,Referral,Regular,0.548,14,1,0,Free,0.0
U00653,2025-09-07,AU,Web,Paid Social,Regular,0.529,18,1,0,Free,0.0
U00654,2025-12-27,IN,Android,Paid Social,Casual,0.3,9,1,0,Free,0.0
U00655,2025-11-10,US,iOS,Paid Social,Casual,0.32,3,0,0,Free,0.0
U00656,2025-11-07,CA,Android,Organic Search,Regular,0.615,7,1,0,Free,0.0
U00657,2025-12-19,US,Web,Paid Social,Regular,0.479,16,1,1,Monthly,7.99
U00658,2025-11-25,DE,Web,Organic Search,Casual,0.328,12,1,0,Free,0.0
U00659,2025-08-14,AU,iOS,Organic Search,Regular,0.529,19,0,0,Free,0.0
U00660,2025-09-23,AU,iOS,App Store Browse,Casual,0.205,14,1,0,Free,0.0
U00661,2025-09-02,US,iOS,Referral,Casual,0.24,8,1,0,Free,0.0
U00662,2025-12-14,US,iOS,Paid Search,Regular,0.6,14,1,0,Free,0.0
U00663,2025-08-07,US,Android,Paid Social,Casual,0.282,3,1,1,Monthly,9.99
U00664,2025-09-07,US,iOS,Paid Search,Casual,0.235,9,1,1,Monthly,7.99
U00665,2025-11-18,US,iOS,Influencer,Casual,0.3,7,1,0,Free,0.0
U00666,2025-12-06,US,iOS,Paid Search,Power,0.808,22,1,0,Free,0.0
U00667,2025-11-01,DE,Android,Paid Search,Casual,0.216,11,1,1,Monthly,12.99
U00668,2026-01-06,US,iOS,Paid Social,Regular,0.508,14,1,1,Monthly,7.99
U00669,2026-01-17,US,iOS,Paid Social,Casual,0.275,5,1,0,Free,0.0
U00670,2025-08-25,IN,iOS,Referral,Casual,0.245,5,1,0,Free,0.0
U00671,2026-01-23,CA,Web,App Store Browse,Casual,0.167,10,1,0,Free,0.0
U00672,2025-11-22,IN,iOS,Paid Social,Casual,0.301,7,0,1,Monthly,7.99
U00673,2025-11-26,UK,Android,Paid Social,Casual,0.221,7,1,0,Free,0.0
U00674,2025-08-18,AU,iOS,Paid Social,Casual,0.346,4,0,0,Free,0.0
U00675,2025-11-23,UK,iOS,Paid Social,Regular,0.466,16,1,0,Free,0.0
U00676,2025-12-12,US,iOS,App Store Browse,Casual,0.239,7,1,0,Free,0.0
U00677,2025-11-15,UK,iOS,Referral,Regular,0.508,5,1,0,Free,0.0
U00678,2025-08-16,US,iOS,Paid Social,Regular,0.491,11,1,0,Free,0.0
U00679,2025-11-05,US,Android,Paid Social,Casual,0.221,9,1,0,Free,0.0
U00680,2026-01-20,US,Android,Paid Social,Casual,0.356,14,1,0,Free,0.0
U00681,2025-12-12,US,iOS,Organic Search,Casual,0.259,9,1,0,Free,0.0
U00682,2025-08-26,IN,iOS,Paid Search,Casual,0.202,12,1,1,Monthly,7.99
U00683,2026-01-24,US,Android,Influencer,Casual,0.14,2,0,0,Free,0.0
U00684,2026-01-24,US,iOS,Paid Search,Casual,0.147,4,0,0,Free,0.0
U00685,2025-09-01,US,iOS,Organic Search,Casual,0.218,3,0,0,Free,0.0
U00686,2025-12-26,IN,iOS,Referral,Casual,0.212,8,1,0,Free,0.0
U00687,2025-10-14,US,iOS,Referral,Power,0.787,27,1,0,Free,0.0
U00688,2025-11-18,UK,iOS,Organic Search,Casual,0.114,8,1,0,Free,0.0
U00689,2025-10-21,AU,Web,Paid Search,Casual,0.244,6,1,0,Free,0.0
U00690,2025-12-23,US,Web,Paid Search,Casual,0.312,9,1,0,Free,0.0
U00691,2026-01-31,IN,Web,Influencer,Regular,0.647,17,1,0,Free,0.0
U00692,2025-12-25,US,iOS,Organic Search,Casual,0.136,7,0,0,Free,0.0
U00693,2026-01-19,US,iOS,Organic Search,Casual,0.202,8,1,0,Free,0.0
U00694,2026-01-22,UK,iOS,Paid Social,Regular,0.499,14,1,0,Free,0.0
U00695,2025-08-17,AU,iOS,Organic Search,Casual,0.259,10,0,0,Free,0.0
U00696,2025-09-16,US,iOS,Paid Social,Casual,0.177,7,0,0,Free,0.0
U00697,2025-12-11,CA,iOS,Referral,Casual,0.351,13,1,1,Monthly,7.99
U00698,2025-11-17,US,iOS,Organic Search,Regular,0.553,19,1,0,Free,0.0
U00699,2025-08-10,CA,iOS,Paid Social,Power,0.793,9,1,1,Monthly,7.99
U00700,2025-08-18,CA,iOS,App Store Browse,Regular,0.646,20,1,0,Free,0.0
U00701,2025-11-04,CA,Android,Paid Search,Casual,0.249,15,1,0,Free,0.0
U00702,2025-11-22,CA,iOS,Paid Social,Casual,0.274,7,1,0,Free,0.0
U00703,2025-08-31,US,Android,Paid Search,Casual,0.205,8,1,0,Free,0.0
U00704,2025-09-01,UK,iOS,Organic Search,Regular,0.468,10,1,0,Free,0.0
U00705,2025-08-24,UK,Android,Organic Search,Power,0.763,14,1,1,Monthly,9.99
U00706,2025-11-12,UK,iOS,Paid Search,Regular,0.681,17,1,0,Free,0.0
U00707,2025-08-02,US,Android,Paid Social,Casual,0.288,9,1,1,Monthly,7.99
U00708,2025-11-14,US,iOS,Paid Social,Regular,0.566,16,1,0,Free,0.0
U00709,2025-10-27,US,iOS,Organic Search,Regular,0.491,11,1,0,Free,0.0
U00710,2025-10-25,US,Android,Influencer,Regular,0.605,14,1,0,Free,0.0
U00711,2025-12-03,US,iOS,Organic Search,Regular,0.469,7,1,0,Free,0.0
U00712,2025-11-05,US,iOS,Referral,Casual,0.156,11,1,0,Free,0.0
U00713,2025-12-12,IN,Web,Paid Social,Regular,0.516,17,1,0,Free,0.0
U00714,2025-12-19,US,iOS,Paid Search,Casual,0.367,6,1,1,Monthly,9.99
U00715,2026-01-17,IN,Android,Organic Search,Casual,0.364,14,1,1,Monthly,7.99
U00716,2025-12-26,US,Android,Organic Search,Regular,0.523,12,1,0,Free,0.0
U00717,2025-11-04,IN,iOS,Paid Search,Power,0.76,21,1,0,Free,0.0
U00718,2025-10-30,US,iOS,Referral,Regular,0.452,11,1,0,Free,0.0
U00719,2025-09-13,US,iOS,Organic Search,Casual,0.255,8,1,1,Monthly,7.99
U00720,2025-11-19,CA,Android,Paid Social,Casual,0.26,13,1,0,Free,0.0
U00721,2025-08-26,AU,iOS,Paid Social,Casual,0.297,4,1,0,Free,0.0
U00722,2026-01-19,US,iOS,Organic Search,Regular,0.605,18,1,0,Free,0.0
U00723,2026-01-03,US,iOS,Paid Search,Regular,0.538,14,1,1,Monthly,9.99
U00724,2025-08-23,CA,Web,Organic Search,Power,0.833,14,1,0,Free,0.0
U00725,2025-12-23,IN,Android,Paid Search,Casual,0.208,6,1,0,Free,0.0
U00726,2025-08-22,US,Web,Organic Search,Casual,0.282,11,1,0,Free,0.0
U00727,2025-12-11,US,Android,Paid Social,Regular,0.52,10,1,0,Free,0.0
U00728,2025-08-17,US,Android,Paid Social,Casual,0.278,7,1,0,Free,0.0
U00729,2025-10-29,AU,Android,Paid Social,Power,0.823,15,1,0,Free,0.0
U00730,2025-11-30,US,Web,Paid Social,Casual,0.254,9,1,0,Free,0.0
U00731,2025-12-13,US,Android,App Store Browse,Casual,0.298,10,1,0,Free,0.0
U00732,2025-10-17,DE,iOS,Paid Social,Casual,0.156,6,1,0,Free,0.0
U00733,2026-01-17,US,Android,Influencer,Regular,0.486,5,1,1,Monthly,9.99
U00734,2025-12-21,US,Android,Organic Search,Regular,0.534,12,1,0,Free,0.0
U00735,2025-09-08,US,iOS,Paid Social,Regular,0.463,13,1,0,Free,0.0
U00736,2025-12-02,US,iOS,Organic Search,Regular,0.526,13,1,0,Free,0.0
U00737,2025-12-13,US,iOS,Paid Social,Casual,0.228,12,1,0,Free,0.0
U00738,2025-10-01,US,Android,Paid Search,Regular,0.629,10,1,1,Monthly,12.99
U00739,2025-12-14,IN,iOS,Influencer,Power,0.809,21,1,1,Monthly,7.99
U00740,2026-01-13,IN,Android,Paid Search,Casual,0.312,6,0,0,Free,0.0
U00741,2025-12-29,US,iOS,Paid Search,Regular,0.568,15,1,0,Free,0.0
U00742,2025-12-19,CA,Android,Organic Search,Casual,0.218,10,0,0,Free,0.0
U00743,2025-11-25,US,iOS,Organic Search,Casual,0.258,14,1,0,Free,0.0
U00744,2025-09-19,DE,Web,Referral,Casual,0.294,8,1,0,Free,0.0
U00745,2025-12-25,US,Android,Organic Search,Regular,0.622,11,1,0,Free,0.0
U00746,2025-10-07,CA,iOS,Organic Search,Casual,0.242,12,1,0,Free,0.0
U00747,2025-11-06,US,iOS,App Store Browse,Casual,0.151,6,0,0,Free,0.0
U00748,2025-09-27,UK,iOS,App Store Browse,Regular,0.447,11,1,0,Free,0.0
U00749,2025-09-27,US,iOS,Paid Search,Casual,0.23,7,1,1,Monthly,9.99
U00750,2025-08-30,IN,Android,Paid Social,Regular,0.41,10,1,1,Monthly,7.99
U00751,2026-01-24,US,Web,Influencer,Power,0.908,13,1,1,Monthly,9.99
U00752,2025-08-28,AU,Android,Organic Search,Casual,0.286,7,1,1,Monthly,9.99
U00753,2025-08-16,US,Android,Paid Social,Casual,0.212,10,1,1,Monthly,7.99
U00754,2026-01-20,IN,iOS,Paid Social,Power,0.733,13,1,0,Free,0.0
U00755,2025-11-11,IN,Android,App Store Browse,Casual,0.312,7,1,0,Free,0.0
U00756,2025-10-20,DE,Android,App Store Browse,Casual,0.183,3,1,0,Free,0.0
U00757,2025-12-14,US,iOS,Paid Search,Power,0.739,23,1,0,Free,0.0
U00758,2025-10-10,US,Web,Organic Search,Regular,0.504,15,1,0,Free,0.0
U00759,2025-08-24,US,iOS,Paid Social,Regular,0.557,15,1,1,Monthly,9.99
U00760,2025-12-13,US,Android,Organic Search,Casual,0.287,6,1,1,Monthly,12.99
U00761,2025-09-02,CA,Web,Influencer,Regular,0.622,21,1,0,Free,0.0
U00762,2025-11-10,DE,Android,Organic Search,Regular,0.613,11,1,0,Free,0.0
U00763,2026-01-22,DE,iOS,Organic Search,Regular,0.55,9,0,0,Free,0.0
U00764,2026-01-20,US,Android,Referral,Regular,0.611,17,1,0,Free,0.0
U00765,2025-10-06,UK,iOS,Paid Social,Regular,0.51,16,1,0,Free,0.0
U00766,2025-12-22,AU,Android,Influencer,Casual,0.141,7,1,1,Monthly,7.99
U00767,2025-11-21,DE,iOS,Organic Search,Casual,0.21,13,1,0,Free,0.0
U00768,2025-10-28,US,Android,Influencer,Casual,0.202,6,1,0,Free,0.0
U00769,2025-08-26,US,Web,Organic Search,Casual,0.212,8,1,1,Monthly,9.99
U00770,2025-10-09,IN,iOS,Organic Search,Casual,0.192,12,1,0,Free,0.0
U00771,2025-11-28,US,iOS,Paid Social,Casual,0.222,9,1,0,Free,0.0
U00772,2026-01-29,US,Android,Organic Search,Regular,0.587,26,1,0,Free,0.0
U00773,2025-08-01,DE,iOS,Paid Search,Casual,0.353,12,1,0,Free,0.0
U00774,2025-12-11,DE,iOS,Organic Search,Casual,0.146,5,1,0,Free,0.0
U00775,2026-01-03,AU,iOS,Organic Search,Casual,0.173,13,1,0,Free,0.0
U00776,2026-01-23,IN,iOS,Referral,Casual,0.203,7,0,0,Free,0.0
U00777,2025-10-17,US,Android,Organic Search,Regular,0.596,13,1,0,Free,0.0
U00778,2025-08-22,US,Android,Paid Search,Casual,0.238,7,1,1,Monthly,9.99
U00779,2025-09-19,US,iOS,Referral,Casual,0.207,9,1,1,Monthly,9.99
U00780,2026-01-04,CA,iOS,Organic Search,Regular,0.593,15,1,1,Monthly,9.99
U00781,2026-01-09,US,iOS,Referral,Casual,0.307,8,1,0,Free,0.0
U00782,2025-11-26,UK,iOS,Organic Search,Casual,0.249,8,1,0,Free,0.0
U00783,2025-08-23,US,Android,Paid Social,Regular,0.501,22,1,0,Free,0.0
U00784,2025-08-23,IN,iOS,Organic Search,Casual,0.266,5,1,0,Free,0.0
U00785,2025-10-27,US,Android,Influencer,Regular,0.536,13,1,1,Monthly,9.99
U00786,2025-11-17,US,Web,Paid Search,Regular,0.536,15,1,0,Free,0.0
U00787,2025-08-06,US,Android,Paid Search,Power,0.769,13,1,0,Free,0.0
U00788,2025-12-05,US,Android,App Store Browse,Casual,0.305,11,1,0,Free,0.0
U00789,2025-11-09,AU,iOS,Paid Social,Regular,0.565,18,1,0,Free,0.0
U00790,2025-08-03,US,iOS,Influencer,Regular,0.612,12,1,1,Monthly,12.99
U00791,2025-08-18,US,iOS,Referral,Casual,0.33,15,1,0,Free,0.0
U00792,2025-10-23,IN,Android,App Store Browse,Power,0.828,14,1,0,Free,0.0
U00793,2025-12-11,CA,Android,App Store Browse,Casual,0.22,10,1,0,Free,0.0
U00794,2025-12-30,US,iOS,App Store Browse,Regular,0.612,14,1,0,Free,0.0
U00795,2025-10-19,US,iOS,Organic Search,Casual,0.278,10,1,0,Free,0.0
U00796,2025-09-24,US,iOS,Referral,Casual,0.406,8,1,1,Monthly,7.99
U00797,2026-01-26,UK,Android,Influencer,Casual,0.269,11,1,1,Monthly,9.99
U00798,2025-10-24,US,Android,Paid Search,Regular,0.592,15,1,1,Monthly,9.99
U00799,2025-09-28,US,Android,Organic Search,Casual,0.267,7,1,0,Free,0.0
U00800,2025-10-21,US,Web,App Store Browse,Casual,0.244,8,1,1,Monthly,7.99
U00801,2025-08-03,CA,iOS,Organic Search,Casual,0.234,10,1,0,Free,0.0
U00802,2025-09-25,US,Android,Paid Social,Regular,0.568,21,1,1,Monthly,9.99
U00803,2025-11-03,IN,Android,Paid Search,Casual,0.281,9,0,0,Free,0.0
U00804,2026-01-16,US,iOS,Organic Search,Casual,0.319,7,0,0,Free,0.0
U00805,2025-12-14,CA,Web,Referral,Regular,0.569,20,1,0,Free,0.0
U00806,2025-12-22,US,iOS,Organic Search,Casual,0.222,14,1,0,Free,0.0
U00807,2025-11-09,US,Android,Referral,Casual,0.23,6,1,0,Free,0.0
U00808,2025-08-21,US,Android,Influencer,Casual,0.171,6,1,0,Free,0.0
U00809,2025-10-11,IN,Web,Paid Social,Power,0.9,17,1,0,Free,0.0
U00810,2026-01-31,AU,Android,Referral,Regular,0.518,14,1,0,Free,0.0
U00811,2025-08-09,US,iOS,Organic Search,Casual,0.308,6,0,0,Free,0.0
U00812,2026-01-09,US,Android,Influencer,Casual,0.267,6,1,1,Monthly,9.99
U00813,2025-12-04,AU,Android,App Store Browse,Casual,0.268,7,1,0,Free,0.0
U00814,2025-09-22,US,Android,Organic Search,Power,0.793,20,1,0,Free,0.0
U00815,2025-12-22,US,Android,Referral,Casual,0.203,6,0,0,Free,0.0
U00816,2026-01-01,US,iOS,Paid Search,Casual,0.192,8,0,0,Free,0.0
U00817,2025-08-08,UK,Android,Paid Search,Power,0.904,10,1,1,Monthly,12.99
U00818,2025-08-20,UK,Android,Referral,Casual,0.257,10,1,0,Free,0.0
U00819,2025-12-01,CA,iOS,Paid Social,Casual,0.318,12,1,0,Free,0.0
U00820,2026-01-31,DE,Android,Paid Search,Casual,0.333,18,1,0,Free,0.0
U00821,2025-08-05,US,Web,Organic Search,Casual,0.225,6,1,0,Free,0.0
U00822,2025-12-01,US,Android,Paid Social,Casual,0.275,10,1,0,Free,0.0
U00823,2025-08-26,US,Android,Influencer,Power,0.803,16,1,0,Free,0.0
U00824,2025-11-28,US,iOS,Organic Search,Casual,0.181,3,1,0,Free,0.0
U00825,2025-11-23,US,Web,Paid Search,Casual,0.239,9,1,0,Free,0.0
U00826,2025-08-17,US,iOS,Organic Search,Regular,0.585,12,1,0,Free,0.0
U00827,2025-12-04,US,Android,Influencer,Regular,0.52,11,1,0,Free,0.0
U00828,2026-01-13,UK,iOS,Paid Search,Regular,0.531,17,1,0,Free,0.0
U00829,2026-01-06,US,Android,Paid Social,Regular,0.54,18,1,0,Free,0.0
U00830,2025-08-06,US,Web,Organic Search,Casual,0.377,17,1,0,Free,0.0
U00831,2025-09-15,UK,Android,Paid Social,Regular,0.44,12,1,0,Free,0.0
U00832,2025-09-14,CA,Android,App Store Browse,Casual,0.28,15,1,0,Free,0.0
U00833,2025-10-23,IN,iOS,Paid Search,Casual,0.235,11,1,0,Free,0.0
U00834,2025-08-27,IN,Android,Paid Social,Power,0.762,15,1,0,Free,0.0
U00835,2026-01-05,UK,Android,Referral,Regular,0.533,18,1,0,Free,0.0
U00836,2025-12-21,US,iOS,Paid Social,Casual,0.29,9,1,0,Free,0.0
U00837,2025-12-27,US,Android,Paid Social,Casual,0.293,5,1,0,Free,0.0
U00838,2025-09-06,CA,Android,Paid Social,Power,0.811,10,1,0,Free,0.0
U00839,2025-08-03,US,Android,Organic Search,Casual,0.316,4,0,0,Free,0.0
U00840,2026-01-15,US,Android,Referral,Casual,0.326,6,1,0,Free,0.0
U00841,2025-09-23,US,iOS,Influencer,Casual,0.299,13,1,0,Free,0.0
U00842,2025-11-29,US,Android,App Store Browse,Casual,0.217,7,1,0,Free,0.0
U00843,2026-01-15,US,iOS,Influencer,Casual,0.28,3,0,0,Free,0.0
U00844,2025-08-07,US,iOS,Paid Social,Power,0.83,13,1,0,Free,0.0
U00845,2025-08-02,IN,iOS,Paid Social,Casual,0.201,10,1,0,Free,0.0
U00846,2025-08-01,AU,iOS,Paid Search,Casual,0.156,4,1,0,Free,0.0
U00847,2025-08-29,US,iOS,App Store Browse,Regular,0.429,11,1,0,Free,0.0
U00848,2025-08-10,AU,Android,Referral,Casual,0.254,6,1,1,Monthly,12.99
U00849,2025-12-29,US,iOS,Paid Social,Regular,0.568,11,1,0,Free,0.0
U00850,2025-11-20,AU,iOS,Referral,Regular,0.479,14,1,0,Free,0.0
U00851,2026-01-28,DE,iOS,Referral,Casual,0.313,9,1,0,Free,0.0
U00852,2025-12-26,US,Android,App Store Browse,Regular,0.559,16,1,0,Free,0.0
U00853,2026-01-25,IN,iOS,Referral,Regular,0.631,24,1,0,Free,0.0
U00854,2025-09-13,DE,iOS,Paid Social,Regular,0.572,15,1,0,Free,0.0
U00855,2025-09-22,AU,Android,Organic Search,Regular,0.486,10,1,0,Free,0.0
U00856,2026-01-04,DE,iOS,Paid Social,Casual,0.277,8,1,0,Free,0.0
U00857,2025-09-15,CA,Web,Paid Social,Regular,0.59,16,1,0,Free,0.0
U00858,2025-08-11,US,iOS,App Store Browse,Regular,0.517,12,1,0,Free,0.0
U00859,2025-12-02,IN,iOS,Paid Search,Casual,0.163,6,1,1,Monthly,7.99
U00860,2025-12-26,CA,iOS,Paid Social,Regular,0.556,14,1,0,Free,0.0
U00861,2026-01-26,CA,Android,Paid Social,Casual,0.19,5,0,0,Free,0.0
U00862,2026-01-18,US,iOS,Paid Search,Casual,0.317,11,1,0,Free,0.0
U00863,2025-08-23,CA,Android,Paid Search,Regular,0.526,19,1,0,Free,0.0
U00864,2025-12-21,US,iOS,Organic Search,Casual,0.353,12,1,1,Monthly,9.99
U00865,2026-01-03,IN,Android,Influencer,Casual,0.123,8,1,0,Free,0.0
U00866,2025-12-07,US,iOS,Paid Social,Casual,0.258,7,1,1,Monthly,9.99
U00867,2025-12-29,UK,iOS,Paid Social,Regular,0.636,13,1,0,Free,0.0
U00868,2026-01-02,IN,iOS,Organic Search,Casual,0.197,12,1,0,Free,0.0
U00869,2025-10-22,US,Android,Paid Search,Regular,0.54,19,1,0,Free,0.0
U00870,2025-08-08,US,iOS,Referral,Regular,0.526,25,1,0,Free,0.0
U00871,2025-10-23,US,Web,Influencer,Regular,0.509,10,1,0,Free,0.0
U00872,2025-09-07,DE,Android,Organic Search,Power,0.815,17,1,0,Free,0.0
U00873,2025-08-21,IN,Web,App Store Browse,Regular,0.472,17,1,0,Free,0.0
U00874,2025-08-23,US,iOS,Referral,Casual,0.243,4,1,0,Free,0.0
U00875,2025-12-07,US,Android,Paid Social,Power,0.831,18,1,0,Free,0.0
U00876,2025-11-01,US,Android,Organic Search,Casual,0.237,8,1,0,Free,0.0
U00877,2025-11-08,US,Android,Paid Social,Casual,0.19,9,1,0,Free,0.0
U00878,2025-12-16,DE,Web,Influencer,Casual,0.312,6,1,0,Free,0.0
U00879,2025-11-09,IN,Android,Paid Social,Regular,0.594,16,1,1,Monthly,7.99
U00880,2025-11-24,US,Android,Paid Social,Casual,0.188,8,0,0,Free,0.0
U00881,2025-08-16,AU,Android,Referral,Casual,0.172,3,1,0,Free,0.0
U00882,2026-01-04,US,iOS,Influencer,Casual,0.193,4,1,0,Free,0.0
U00883,2025-10-22,AU,Android,Paid Search,Casual,0.283,13,1,0,Free,0.0
U00884,2025-08-29,US,Android,Referral,Casual,0.267,6,0,0,Free,0.0
U00885,2025-12-28,CA,Web,Organic Search,Regular,0.597,13,1,0,Free,0.0
U00886,2025-12-14,AU,Android,Influencer,Casual,0.23,10,1,1,Monthly,9.99
U00887,2025-08-10,US,iOS,Organic Search,Casual,0.195,6,1,0,Free,0.0
U00888,2025-09-05,UK,iOS,Organic Search,Casual,0.305,16,1,1,Monthly,9.99
U00889,2025-08-03,DE,iOS,App Store Browse,Casual,0.217,5,0,0,Free,0.0
U00890,2025-09-19,US,Android,Organic Search,Regular,0.561,13,1,0,Free,0.0
U00891,2025-08-19,US,iOS,Organic Search,Casual,0.157,3,1,1,Monthly,7.99
U00892,2025-12-09,UK,Android,Paid Search,Casual,0.216,6,1,0,Free,0.0
U00893,2025-11-05,US,Android,Paid Social,Regular,0.611,12,1,0,Free,0.0
U00894,2026-01-28,US,Android,Organic Search,Casual,0.207,9,0,0,Free,0.0
U00895,2025-12-16,US,iOS,Paid Search,Casual,0.299,9,1,1,Monthly,9.99
U00896,2025-11-21,IN,Android,Referral,Regular,0.41,7,1,1,Monthly,9.99
U00897,2025-11-02,US,iOS,Referral,Regular,0.516,9,1,0,Free,0.0
U00898,2025-08-11,US,Android,Organic Search,Regular,0.54,12,1,0,Free,0.0
U00899,2025-08-13,IN,iOS,Paid Search,Casual,0.355,16,1,1,Monthly,9.99
U00900,2025-11-22,US,iOS,Influencer,Casual,0.18,9,0,0,Free,0.0
U00901,2025-08-01,IN,iOS,Organic Search,Casual,0.29,12,1,0,Free,0.0
U00902,2025-08-08,US,Android,Organic Search,Casual,0.313,10,1,0,Free,0.0
U00903,2025-09-10,DE,iOS,Organic Search,Casual,0.207,8,1,0,Free,0.0
U00904,2026-01-10,UK,Android,Paid Search,Power,0.778,17,1,0,Free,0.0
U00905,2025-10-24,US,Android,Organic Search,Regular,0.558,10,1,0,Free,0.0
U00906,2025-12-09,AU,Android,Referral,Casual,0.161,9,1,0,Free,0.0
U00907,2025-10-15,US,iOS,App Store Browse,Casual,0.223,14,1,0,Free,0.0
U00908,2025-09-01,US,iOS,Organic Search,Regular,0.627,12,1,0,Free,0.0
U00909,2025-10-08,US,iOS,Paid Search,Casual,0.281,12,1,0,Free,0.0
U00910,2025-08-17,UK,iOS,Organic Search,Casual,0.241,4,0,0,Free,0.0
U00911,2025-12-20,US,Android,Organic Search,Casual,0.257,7,1,0,Free,0.0
U00912,2025-09-03,US,iOS,Referral,Regular,0.585,18,1,0,Free,0.0
U00913,2025-10-09,US,iOS,Paid Social,Regular,0.596,11,1,1,Monthly,7.99
U00914,2026-01-28,US,iOS,App Store Browse,Casual,0.217,11,1,0,Free,0.0
U00915,2025-11-17,US,Android,Paid Search,Casual,0.342,9,1,1,Monthly,7.99
U00916,2025-10-24,US,iOS,Organic Search,Regular,0.629,16,1,0,Free,0.0
U00917,2025-11-08,US,Android,Paid Social,Casual,0.291,17,1,0,Free,0.0
U00918,2025-12-23,US,iOS,Organic Search,Regular,0.499,19,1,0,Free,0.0
U00919,2025-09-16,CA,Web,Influencer,Casual,0.189,3,1,0,Free,0.0
U00920,2025-11-26,US,Android,Referral,Regular,0.53,23,1,0,Free,0.0
U00921,2026-01-08,UK,iOS,Paid Social,Power,0.804,17,1,0,Free,0.0
U00922,2025-11-14,US,iOS,Paid Search,Casual,0.144,5,0,0,Free,0.0
U00923,2025-10-22,US,iOS,Paid Search,Casual,0.28,9,1,0,Free,0.0
U00924,2025-08-27,US,iOS,Referral,Regular,0.627,9,1,1,Monthly,9.99
U00925,2025-09-15,US,iOS,Organic Search,Casual,0.285,9,1,0,Free,0.0
U00926,2026-01-22,US,Android,Organic Search,Casual,0.209,3,0,0,Free,0.0
U00927,2025-11-08,IN,Android,Organic Search,Casual,0.202,6,1,1,Monthly,9.99
U00928,2025-09-25,US,iOS,Paid Social,Regular,0.568,12,1,0,Free,0.0
U00929,2025-10-16,US,Android,Paid Social,Casual,0.241,6,1,0,Free,0.0
U00930,2025-11-15,CA,iOS,Organic Search,Regular,0.577,9,1,0,Free,0.0
U00931,2025-11-07,US,Web,Paid Social,Casual,0.286,11,1,0,Free,0.0
U00932,2025-12-07,US,iOS,Paid Social,Casual,0.316,10,1,0,Free,0.0
U00933,2025-09-17,US,Android,Organic Search,Casual,0.182,7,1,0,Free,0.0
U00934,2025-11-28,US,Android,App Store Browse,Regular,0.563,17,1,0,Free,0.0
U00935,2025-10-21,US,iOS,Paid Search,Casual,0.228,7,1,0,Free,0.0
U00936,2026-01-21,IN,iOS,Paid Social,Casual,0.244,10,1,0,Free,0.0
U00937,2025-08-30,DE,iOS,Paid Search,Casual,0.302,10,1,0,Free,0.0
U00938,2025-08-28,US,Android,Paid Social,Casual,0.308,11,1,1,Monthly,7.99
U00939,2025-10-24,CA,Android,Influencer,Casual,0.334,11,1,0,Free,0.0
U00940,2025-11-02,IN,Android,Paid Search,Casual,0.276,9,1,0,Free,0.0
U00941,2025-12-06,US,Android,Paid Social,Casual,0.243,7,1,0,Free,0.0
U00942,2025-10-14,IN,Android,App Store Browse,Power,0.785,18,1,0,Free,0.0
U00943,2026-01-16,UK,iOS,Influencer,Casual,0.146,8,1,0,Free,0.0
U00944,2025-10-27,AU,Android,Influencer,Casual,0.33,10,0,0,Free,0.0
U00945,2025-08-24,DE,Android,Organic Search,Casual,0.231,12,1,1,Monthly,9.99
U00946,2025-08-22,US,iOS,Organic Search,Casual,0.28,11,1,0,Free,0.0
