user_id,country,device,acquisition_channel,sessions_last_30_days,avg_session_length_min,social_interactions_last_30_days,multiplayer_sessions_last_30_days
U01107,IN,Web,Referral,5,4.8,1,0
U01108,AU,Web,Organic,28,45.0,0,4
U01109,CA,iOS,Organic,23,18.7,0,5
U01110,UK,Web,Referral,5,4.9,1,0
U01111,AU,Android,Referral,11,13.2,11,11
U01112,AU,Android,Organic,8,13.6,2,1
U01113,CA,Android,Paid Social,8,7.4,1,1
U01114,CA,iOS,Paid Social,9,15.6,0,0
U01115,AU,Web,Organic,25,46.2,1,7
U01116,AU,Web,Paid Search,27,32.1,2,6
U01117,AU,Android,Organic,4,17.2,1,0
U01118,US,Web,Organic,13,6.2,10,6
U01119,AU,iOS,Paid Search,4,14.6,0,2
U01120,IN,Android,Referral,5,10.6,2,2
U01121,UK,iOS,Organic,14,16.5,16,10
U01122,UK,iOS,Paid Social,13,22.0,15,8
U01123,CA,Web,Referral,13,12.0,13,13
U01124,AU,iOS,Referral,16,29.2,12,6
U01125,UK,Android,Organic,32,40.2,2,10
U01126,UK,iOS,Paid Social,29,56.7,0,9
U01127,IN,Web,Paid Search,3,6.7,2,1
U01128,IN,iOS,Paid Search,8,6.0,1,1
U01129,US,iOS,Paid Search,4,4.6,0,0
U01130,US,Web,Paid Social,7,15.3,1,1
U01131,UK,Web,Referral,16,25.8,3,10
U01132,CA,Web,Referral,2,11.9,2,1
U01133,UK,Web,Organic,1,7.0,0,3
U01134,CA,Web,Referral,8,14.6,1,1
U01135,UK,Web,Referral,29,26.9,3,8
U01136,IN,Web,Paid Search,5,7.9,3,1
U01137,AU,iOS,Paid Search,14,14.8,10,8
U01138,UK,iOS,Paid Search,5,8.9,2,0
U01139,US,iOS,Referral,12,16.9,0,1
U01140,CA,Android,Organic,27,35.9,1,8
U01141,CA,Web,Referral,14,20.9,9,12
U01142,UK,iOS,Organic,7,6.0,1,1
U01143,CA,Web,Referral,33,25.0,1,5
U01144,US,Android,Paid Social,35,47.5,2,5
U01145,IN,Web,Referral,4,6.3,0,1
U01146,AU,iOS,Paid Social,15,20.8,7,11
U01147,AU,Android,Organic,23,28.4,2,12
U01148,CA,Web,Referral,25,39.0,2,6
U01149,UK,Android,Referral,10,24.1,12,5
U01150,CA,Web,Organic,11,21.7,12,12
U01151,US,Android,Paid Search,22,35.6,1,2
U01152,UK,iOS,Paid Search,18,22.6,14,9
U01153,IN,Web,Paid Social,28,33.2,3,2
U01154,US,Web,Referral,32,23.0,0,9
U01155,IN,Web,Paid Search,30,33.2,3,3
U01156,UK,iOS,Organic,22,34.0,0,6
U01157,IN,Android,Organic,7,12.9,3,3
U01158,US,iOS,Referral,11,19.0,12,13
U01159,US,Android,Paid Social,21,12.5,17,11
U01160,CA,Web,Organic,4,14.9,0,0
U01161,UK,Android,Referral,7,14.7,11,10
U01162,AU,Android,Paid Social,11,12.4,3,0
U01163,AU,Web,Paid Search,6,10.4,1,3
U01164,IN,Web,Referral,22,34.7,3,5
U01165,AU,Android,Paid Social,6,12.9,0,0
U01166,AU,Web,Organic,8,13.5,18,4
U01167,US,Web,Paid Search,15,17.6,13,8
U01168,US,Android,Organic,7,15.9,3,0
U01169,US,iOS,Organic,9,11.1,3,0
U01170,AU,iOS,Paid Search,11,11.7,0,1
U01171,IN,Web,Referral,18,39.5,2,9
U01172,UK,Android,Referral,16,17.0,14,11
U01173,CA,Web,Referral,24,28.7,1,11
U01174,IN,iOS,Organic,9,6.8,0,0
U01175,US,iOS,Organic,25,45.8,4,4
U01176,IN,Android,Referral,5,8.9,1,1
U01177,UK,Android,Referral,26,29.1,1,8
U01178,US,iOS,Paid Search,6,18.5,2,1
U01179,UK,Android,Organic,23,26.1,5,6
U01180,CA,iOS,Paid Social,3,12.2,3,1
U01181,IN,Web,Referral,12,24.9,11,9
U01182,CA,iOS,Referral,5,15.2,2,0
U01183,AU,iOS,Organic,21,29.7,1,7
U01184,IN,Android,Referral,14,22.1,16,14
U01185,AU,Android,Referral,8,13.8,0,0
U01186,UK,Android,Organic,15,16.9,15,10
U01187,AU,Web,Referral,22,32.9,1,5
U01188,UK,Android,Paid Search,8,15.5,0,0
U01189,CA,Web,Paid Social,4,19.9,1,1
U01190,US,Android,Organic,26,28.1,1,6
U01191,CA,Android,Paid Search,9,7.4,1,2
U01192,AU,iOS,Organic,25,44.0,1,12
U01193,UK,iOS,Organic,7,7.2,1,1
U01194,AU,iOS,Organic,20,45.0,1,9
U01195,US,Web,Paid Social,2,10.3,0,1
U01196,IN,Android,Paid Search,15,20.5,19,6
U01197,IN,iOS,Paid Social,8,7.9,8,5
U01198,IN,Android,Organic,13,20.9,11,7
U01199,AU,iOS,Referral,13,21.7,0,7
U01200,IN,Android,Paid Social,7,19.5,1,1
U01201,UK,iOS,Referral,31,36.1,3,5
U01202,US,iOS,Organic,6,5.1,1,3
U01203,CA,iOS,Referral,10,7.2,3,0
U01204,UK,iOS,Paid Social,13,18.5,0,1
U01205,US,iOS,Paid Search,8,12.9,2,4
U01206,CA,Android,Referral,15,30.7,1,3
U01207,IN,iOS,Paid Social,20,26.1,2,5
U01208,CA,Android,Paid Search,7,16.6,0,1
U01209,AU,iOS,Organic,5,17.2,1,1
U01210,AU,Android,Paid Search,8,15.8,12,10
U01211,IN,iOS,Organic,7,11.8,1,1
U01212,IN,iOS,Paid Social,5,6.8,1,0
U01213,UK,iOS,Paid Social,6,11.9,3,0
U01214,UK,Web,Paid Search,22,43.7,2,6
U01215,AU,Android,Paid Social,24,50.5,1,9
U01216,US,Android,Paid Social,4,12.2,2,1
U01217,UK,iOS,Organic,5,13.7,2,0
U01218,US,iOS,Paid Social,20,28.5,2,6
U01219,AU,iOS,Referral,23,59.8,1,7
U01220,UK,Web,Organic,5,10.0,0,1
U01221,US,iOS,Referral,12,14.2,10,11
U01222,US,iOS,Paid Search,6,11.1,0,1
U01223,UK,Android,Referral,8,17.2,0,1
U01224,IN,Web,Paid Social,11,15.3,13,8
U01225,CA,Android,Paid Search,5,5.7,3,0
U01226,IN,Web,Paid Social,33,44.6,2,3
U01227,CA,Web,Paid Search,6,9.8,1,0
U01228,US,Android,Paid Search,5,14.7,0,0
U01229,UK,Android,Organic,14,28.4,9,8
U01230,AU,Web,Referral,10,10.6,1,0
U01231,UK,Web,Paid Social,7,20.8,11,8
U01232,IN,iOS,Paid Search,5,4.4,2,0
U01233,CA,iOS,Organic,9,9.3,2,0
U01234,UK,Android,Paid Search,5,13.2,1,1
U01235,CA,Web,Referral,30,29.5,3,6
U01236,IN,Android,Paid Search,9,7.1,3,1
U01237,IN,iOS,Referral,13,29.0,11,13
U01238,UK,iOS,Paid Search,6,4.5,1,0
U01239,AU,iOS,Referral,13,28.5,16,9
U01240,AU,Web,Paid Social,2,12.7,2,1
U01241,CA,Android,Referral,13,13.0,14,12
U01242,UK,Web,Referral,21,33.7,1,4
U01243,US,Web,Paid Social,24,44.4,3,10
U01244,IN,iOS,Referral,14,26.6,10,10
U01245,CA,iOS,Paid Search,21,39.9,3,9
U01246,IN,Android,Paid Search,27,42.9,1,5
U01247,CA,Web,Paid Search,6,8.9,3,3
U01248,UK,Android,Paid Social,5,14.6,1,2
U01249,CA,Android,Referral,13,14.9,7,10
U01250,CA,Android,Referral,19,32.2,0,3
U01251,US,Android,Paid Search,24,27.4,1,2
U01252,CA,iOS,Referral,9,5.1,0,0
U01253,AU,Android,Paid Search,10,10.8,1,0
U01254,CA,iOS,Paid Search,5,13.6,2,2
U01255,CA,Android,Paid Search,19,45.6,5,7
U01256,UK,iOS,Paid Social,7,9.2,0,0
U01257,CA,Android,Organic,2,9.4,1,1
U01258,US,Web,Organic,11,14.0,0,2
U01259,UK,Web,Referral,3,19.1,0,1
U01260,IN,iOS,Paid Search,15,41.9,4,8
U01261,AU,iOS,Organic,4,15.4,0,0
U01262,AU,Android,Organic,15,18.2,1,3
U01263,IN,Web,Referral,4,10.2,1,1
U01264,CA,Android,Paid Social,6,8.8,1,1
U01265,US,iOS,Referral,5,10.4,2,0
U01266,US,Android,Referral,9,11.1,1,2
U01267,US,Web,Paid Search,7,15.8,1,2
U01268,US,Web,Paid Social,7,10.5,0,1
U01269,CA,Web,Referral,15,35.1,2,10
U01270,IN,Web,Organic,8,18.1,1,1
U01271,IN,Web,Organic,16,20.6,0,7
U01272,AU,iOS,Referral,18,28.0,14,4
U01273,IN,Android,Paid Search,34,48.4,1,6
U01274,US,Android,Paid Search,4,9.5,3,0
U01275,CA,Android,Referral,11,14.1,2,2
U01276,UK,iOS,Paid Social,7,15.3,2,1
U01277,UK,iOS,Paid Search,7,9.4,0,1
U01278,US,iOS,Organic,15,8.5,8,12
U01279,AU,iOS,Paid Social,5,13.2,0,1
U01280,UK,Android,Referral,9,17.3,2,2
U01281,US,Web,Paid Social,17,32.4,1,6
U01282,CA,Web,Paid Search,16,50.1,2,7
U01283,UK,iOS,Paid Search,27,27.6,1,6
U01284,US,Android,Organic,4,18.2,1,1
U01285,UK,Android,Referral,8,10.4,2,3
U01286,CA,iOS,Paid Social,8,19.9,1,3
U01287,IN,Android,Paid Social,5,16.2,1,0
U01288,IN,Web,Paid Social,6,16.4,2,0
U01289,CA,iOS,Paid Social,6,7.7,0,1
U01290,CA,Android,Organic,8,15.9,1,2
U01291,IN,Android,Organic,9,13.7,0,2
U01292,CA,Android,Organic,11,12.9,1,1
U01293,CA,iOS,Paid Search,26,45.7,3,11
U01294,CA,Web,Organic,28,38.9,5,4
U01295,IN,Android,Organic,17,7.0,12,12
U01296,IN,iOS,Referral,8,10.0,1,1
U01297,UK,iOS,Referral,10,13.0,4,0
U01298,IN,Android,Referral,2,11.4,2,2
U01299,UK,iOS,Referral,29,39.2,2,4
U01300,IN,Web,Organic,20,32.7,1,5
U01301,AU,Web,Organic,3,10.4,0,3
U01302,UK,iOS,Paid Search,16,10.8,13,12
U01303,CA,Android,Paid Social,7,13.1,2,3
U01304,AU,Web,Paid Social,12,10.3,0,2
U01305,IN,Android,Referral,18,26.3,1,6
U01306,IN,iOS,Paid Search,15,19.9,13,10
U01307,AU,Web,Organic,28,40.7,4,8
U01308,US,Android,Paid Social,13,19.2,15,9
U01309,CA,iOS,Referral,4,14.9,0,1
U01310,UK,Android,Referral,12,16.1,18,5
U01311,AU,Web,Paid Social,8,10.6,1,0
U01312,UK,iOS,Paid Social,16,8.6,13,10
U01313,IN,iOS,Paid Social,4,14.1,1,1
U01314,US,Android,Organic,16,23.6,10,10
U01315,US,Android,Paid Social,4,10.1,1,2
U01316,UK,iOS,Paid Search,18,34.9,2,7
U01317,IN,Web,Paid Search,9,10.3,2,1
U01318,US,Web,Paid Social,21,47.0,0,7
U01319,CA,Android,Organic,4,12.8,0,1
U01320,IN,Android,Referral,5,13.0,0,3
U01321,AU,Android,Paid Social,5,10.7,2,0
U01322,AU,Web,Paid Social,4,18.2,0,0
U01323,AU,Web,Paid Social,11,21.2,19,12
U01324,CA,Android,Paid Search,2,15.6,3,0
U01325,IN,Android,Paid Search,13,24.6,10,10
U01326,UK,iOS,Referral,4,12.5,0,0
U01327,UK,iOS,Organic,6,12.9,2,0
U01328,IN,iOS,Paid Social,17,42.1,1,4
U01329,CA,iOS,Paid Social,21,50.9,3,4
U01330,IN,Android,Paid Social,6,12.2,0,2
U01331,UK,Web,Referral,23,17.0,1,8
U01332,IN,Web,Paid Social,17,31.6,1,6
U01333,AU,iOS,Paid Search,7,14.4,0,0
U01334,IN,Web,Organic,14,31.2,7,18
U01335,US,iOS,Paid Search,12,17.9,13,10
U01336,IN,Android,Paid Social,18,30.1,1,5
U01337,UK,iOS,Referral,14,13.9,0,0
U01338,UK,Web,Paid Search,20,15.3,0,8
U01339,UK,Web,Organic,6,8.6,1,0
U01340,AU,Web,Referral,7,10.0,0,3
U01341,UK,Android,Paid Social,10,7.3,0,1
U01342,US,iOS,Paid Social,4,11.5,0,2
U01343,IN,Android,Referral,17,19.8,9,11
U01344,CA,Android,Paid Search,21,50.8,5,11
U01345,UK,iOS,Paid Search,27,43.8,2,8
U01346,IN,Web,Referral,7,8.4,1,1
U01347,AU,Web,Paid Search,9,16.8,3,1
U01348,IN,Web,Organic,4,11.8,0,1
U01349,UK,Web,Referral,18,18.2,6,12
U01350,UK,Android,Organic,5,14.7,1,2
U01351,UK,iOS,Referral,17,26.0,13,15
U01352,US,iOS,Organic,21,25.9,3,9
U01353,IN,iOS,Paid Social,6,15.3,0,1
U01354,CA,Android,Paid Social,22,16.0,2,7
U01355,US,Web,Paid Search,6,18.0,1,2
U01356,CA,Web,Referral,15,18.5,9,10
U01357,UK,iOS,Paid Social,11,14.0,11,7
U01358,CA,Web,Referral,2,20.2,0,2
U01359,CA,Android,Referral,6,6.9,0,0
U01360,US,Web,Organic,11,23.7,2,7
U01361,US,Web,Paid Social,18,11.3,11,6
U01362,IN,Web,Paid Search,3,9.8,4,0
U01363,CA,iOS,Paid Search,25,41.7,3,10
U01364,US,Android,Paid Search,22,23.7,2,5
U01365,IN,iOS,Referral,23,38.1,1,7
U01366,CA,Android,Paid Search,3,13.9,0,1
U01367,CA,iOS,Referral,25,29.9,4,4
U01368,UK,Android,Paid Social,14,35.3,12,15
U01369,US,Android,Referral,4,10.8,2,1
U01370,AU,iOS,Paid Search,7,4.0,1,0
U01371,US,iOS,Paid Social,17,10.7,15,8
U01372,UK,Web,Paid Search,6,15.1,0,2
U01373,IN,Android,Referral,15,18.4,9,15
U01374,US,Android,Referral,7,7.9,1,0
U01375,CA,Android,Paid Search,8,17.6,1,0
U01376,AU,Android,Paid Social,10,10.1,14,7
U01377,IN,Android,Referral,5,14.8,0,1
U01378,US,Web,Organic,4,12.8,0,1
U01379,IN,Web,Organic,7,13.0,1,1
U01380,CA,Web,Organic,23,35.6,0,1
U01381,AU,Android,Organic,2,12.8,0,1
U01382,CA,iOS,Paid Search,3,6.2,2,1
U01383,AU,iOS,Referral,13,40.3,14,9
U01384,IN,Android,Paid Social,11,11.9,2,0
U01385,US,Web,Organic,22,46.4,3,7
U01386,AU,iOS,Paid Search,7,8.1,1,0
U01387,CA,iOS,Paid Social,23,27.6,2,6
U01388,AU,Web,Paid Search,6,11.5,2,1
U01389,IN,Android,Referral,20,8.4,10,10
U01390,IN,Android,Organic,9,13.7,2,0
U01391,IN,Android,Paid Social,9,6.4,0,1
U01392,US,Android,Paid Social,7,9.7,3,1
U01393,IN,Android,Paid Search,5,11.1,0,1
U01394,US,iOS,Paid Search,10,11.1,0,1
U01395,UK,Web,Referral,6,4.7,3,0
U01396,AU,iOS,Paid Social,16,15.8,10,8
U01397,CA,iOS,Organic,8,8.8,2,2
U01398,US,iOS,Organic,6,15.1,0,0
U01399,US,Web,Paid Social,22,41.3,2,9
U01400,CA,iOS,Paid Social,14,35.3,2,6
U01401,AU,iOS,Referral,6,14.9,1,0
U01402,IN,Android,Organic,7,10.8,0,1
U01403,AU,Web,Organic,7,8.1,1,0
U01404,US,Android,Paid Search,19,42.6,4,6
U01405,IN,Android,Paid Search,15,38.3,1,5
U01406,UK,iOS,Organic,6,9.7,2,2
U01407,CA,Android,Paid Social,11,21.5,11,12
U01408,AU,iOS,Paid Social,20,23.8,10,9
U01409,IN,Android,Paid Search,21,54.2,2,7
U01410,CA,Web,Paid Social,14,18.2,12,12
U01411,AU,Web,Referral,8,7.6,1,3
U01412,US,Android,Paid Social,8,8.0,0,3
U01413,US,iOS,Paid Social,4,7.1,0,1
U01414,US,iOS,Paid Social,2,16.4,0,1
U01415,UK,iOS,Paid Search,8,6.6,0,1
U01416,US,Android,Paid Social,11,24.5,14,9
U01417,US,iOS,Organic,6,10.6,0,1
U01418,US,Android,Paid Search,8,7.8,0,1
U01419,IN,Web,Paid Social,6,12.5,1,1
U01420,CA,iOS,Paid Social,11,18.9,14,7
U01421,UK,Android,Referral,4,10.5,2,3
U01422,AU,iOS,Paid Social,6,18.3,2,0
U01423,UK,Android,Paid Search,9,5.7,1,1
U01424,CA,iOS,Paid Social,7,12.6,3,0
U01425,US,Web,Paid Search,9,16.9,10,13
U01426,US,Android,Organic,11,7.2,10,15
U01427,AU,Android,Paid Social,8,15.5,0,0
U01428,UK,Web,Paid Search,16,20.2,16,14
U01429,UK,Web,Organic,24,50.2,1,7
U01430,AU,iOS,Paid Search,17,24.6,13,9
U01431,UK,Android,Paid Social,5,14.5,1,1
U01432,UK,Android,Paid Search,6,7.3,0,2
U01433,UK,iOS,Paid Social,5,14.7,2,1
U01434,AU,iOS,Paid Search,16,36.6,2,6
U01435,AU,Android,Organic,7,6.7,3,0
U01436,CA,Web,Paid Social,3,14.4,1,1
U01437,UK,iOS,Organic,11,14.9,1,0
U01438,CA,Android,Paid Social,29,50.1,3,4
U01439,IN,iOS,Paid Search,3,13.4,1,1
U01440,IN,Web,Organic,12,45.8,1,4
U01441,UK,Android,Paid Social,14,28.0,13,6
U01442,US,Android,Organic,5,16.6,1,0
U01443,IN,Android,Referral,29,31.9,0,4
U01444,US,Web,Organic,6,8.1,1,0
U01445,CA,iOS,Paid Social,8,29.4,21,8
U01446,UK,Web,Paid Search,6,14.7,0,0
U01447,CA,Web,Referral,17,20.4,4,9
U01448,CA,Web,Referral,15,30.4,9,12
U01449,AU,Android,Referral,12,24.4,18,10
U01450,UK,Web,Organic,23,48.0,3,2
U01451,AU,Android,Paid Social,9,12.1,3,1
U01452,CA,Android,Organic,27,33.3,1,10
U01453,US,iOS,Referral,10,23.2,14,12
U01454,UK,iOS,Referral,24,34.9,3,7
U01455,UK,Web,Referral,10,10.8,1,1
U01456,IN,Android,Organic,12,14.0,4,7
U01457,US,Android,Referral,13,50.2,1,5
U01458,US,iOS,Paid Search,25,47.6,1,7
U01459,CA,Android,Paid Social,5,10.1,0,1
U01460,CA,Web,Referral,23,34.0,2,13
U01461,CA,Android,Paid Social,11,13.0,0,1
U01462,IN,Web,Organic,21,30.8,2,7
U01463,US,iOS,Referral,5,8.7,4,1
U01464,AU,iOS,Paid Search,17,28.1,3,8
U01465,US,Android,Referral,14,12.4,18,11
U01466,AU,Android,Paid Search,3,9.3,2,1
U01467,UK,iOS,Paid Search,21,24.8,7,13
U01468,AU,Web,Paid Social,8,16.3,2,1
U01469,UK,Web,Paid Social,11,18.0,16,10
U01470,CA,Web,Organic,20,56.7,2,5
U01471,US,iOS,Paid Search,24,36.0,3,4
U01472,CA,iOS,Paid Search,28,45.3,5,3
U01473,US,iOS,Paid Social,13,26.2,14,9
U01474,AU,Android,Organic,8,11.6,0,1
U01475,US,iOS,Paid Social,8,11.0,2,1
U01476,AU,Web,Paid Social,18,44.3,0,9
U01477,US,Web,Organic,13,34.6,14,10
U01478,UK,iOS,Paid Search,32,34.2,1,4
U01479,AU,iOS,Paid Search,19,53.2,1,3
U01480,CA,Web,Organic,9,16.6,0,4
U01481,CA,iOS,Paid Search,22,25.4,10,10
U01482,CA,Android,Organic,7,10.3,1,0
U01483,CA,iOS,Organic,8,19.7,0,1
U01484,UK,Web,Paid Social,7,11.7,1,0
U01485,UK,Web,Paid Search,3,13.7,1,0
U01486,IN,iOS,Paid Search,6,8.0,2,2
U01487,IN,Web,Organic,6,8.7,1,1
U01488,IN,iOS,Paid Social,25,28.9,7,9
U01489,IN,Web,Paid Social,7,15.8,0,0
U01490,US,Web,Paid Search,2,5.7,0,0
U01491,AU,Web,Referral,7,11.6,2,0
U01492,CA,iOS,Organic,4,16.3,1,1
U01493,US,iOS,Paid Search,3,13.1,0,2
U01494,UK,iOS,Paid Search,2,20.3,0,1
U01495,CA,Android,Referral,19,20.6,4,4
U01496,AU,Android,Referral,21,30.2,1,3
U01497,AU,Android,Paid Social,26,37.3,3,11
U01498,UK,Web,Paid Social,3,7.6,1,1
U01499,CA,Web,Paid Social,8,9.1,0,0
U01500,IN,iOS,Paid Social,18,29.9,10,6
U01501,CA,Web,Organic,3,10.3,2,3
U01502,CA,Android,Referral,4,3.2,0,2
U01503,AU,Android,Paid Search,5,13.3,3,3
U01504,UK,iOS,Paid Social,5,9.2,0,3
U01505,CA,Web,Paid Search,2,16.6,1,0
U01506,US,Web,Organic,5,10.6,1,0
U01507,US,Android,Paid Social,22,32.5,3,9
U01508,UK,iOS,Organic,4,9.1,1,0
U01509,IN,Android,Paid Social,17,42.8,4,4
U01510,CA,Web,Paid Search,17,50.4,1,7
U01511,CA,Android,Organic,18,21.3,13,13
U01512,AU,Android,Paid Social,17,48.0,1,10
U01513,CA,Web,Paid Search,11,32.8,14,7
U01514,IN,Web,Paid Search,11,12.1,0,0
U01515,CA,Web,Paid Search,6,10.5,0,2
U01516,CA,Android,Paid Social,4,4.8,1,0
U01517,AU,Android,Paid Search,26,32.2,2,2
U01518,US,Android,Paid Search,10,21.0,8,12
U01519,US,iOS,Paid Social,8,10.8,2,0
U01520,IN,iOS,Organic,9,24.0,15,10
U01521,UK,Web,Paid Search,5,3.1,0,0
U01522,UK,iOS,Paid Social,14,18.4,10,10
U01523,AU,Web,Organic,7,13.4,0,2
U01524,CA,Android,Paid Search,8,14.4,1,0
U01525,AU,Web,Paid Social,3,13.2,1,0
U01526,US,Android,Referral,2,12.4,1,0
U01527,IN,Web,Paid Social,6,16.5,3,0
U01528,UK,iOS,Paid Search,6,14.7,1,3
U01529,CA,Android,Organic,10,17.4,8,6
U01530,UK,Android,Organic,3,21.9,1,2
U01531,US,Android,Organic,5,12.5,0,2
U01532,CA,iOS,Paid Search,22,45.9,0,10
U01533,US,iOS,Paid Search,19,43.7,2,5
U01534,UK,iOS,Organic,3,10.2,1,2
U01535,UK,Android,Organic,5,7.7,0,2
U01536,US,Web,Organic,4,12.7,6,2
U01537,CA,Web,Organic,5,14.1,0,2
U01538,US,iOS,Paid Social,20,37.5,0,6
U01539,CA,Web,Paid Search,9,10.7,2,1
U01540,AU,Android,Referral,5,13.9,2,1
U01541,AU,Android,Organic,22,30.5,1,5
U01542,CA,iOS,Paid Social,7,8.1,1,3
U01543,US,iOS,Referral,17,21.8,3,6
U01544,CA,Web,Referral,12,15.9,1,0
U01545,UK,Web,Organic,14,36.6,10,13
U01546,US,Web,Organic,9,17.1,1,1
U01547,CA,iOS,Paid Social,8,15.3,12,9
U01548,UK,iOS,Organic,18,19.4,2,4
U01549,IN,iOS,Referral,10,10.2,0,2
U01550,UK,Android,Organic,17,52.9,5,6
U01551,CA,Web,Paid Social,14,21.2,11,9
U01552,US,iOS,Paid Social,29,39.3,0,1
U01553,US,iOS,Paid Social,9,19.2,13,5
U01554,AU,iOS,Paid Social,12,19.7,10,10
U01555,CA,Web,Paid Social,9,11.0,1,1
U01556,UK,Web,Organic,6,3.0,0,1
U01557,UK,Android,Paid Search,16,24.9,4,6
U01558,CA,Android,Paid Social,3,12.2,3,1
U01559,UK,Android,Paid Search,20,18.8,14,14
U01560,IN,Android,Organic,22,13.2,14,4
U01561,AU,iOS,Paid Social,3,11.3,2,0
U01562,US,Android,Paid Search,5,16.5,1,3
U01563,UK,iOS,Paid Search,21,25.2,0,5
U01564,IN,iOS,Referral,7,16.1,2,1
U01565,CA,Web,Paid Search,21,29.2,13,11
U01566,UK,iOS,Referral,7,16.5,2,3
U01567,CA,Web,Referral,29,32.3,3,9
U01568,IN,Android,Paid Search,6,10.7,2,1
U01569,IN,Android,Referral,29,41.1,0,9
U01570,US,Web,Paid Search,6,18.9,4,1
U01571,CA,Web,Referral,20,43.3,3,3
U01572,AU,Android,Paid Social,8,17.5,1,1
U01573,US,iOS,Paid Social,25,43.8,2,3
U01574,CA,iOS,Paid Social,19,15.9,11,14
U01575,CA,Web,Paid Search,9,17.5,1,2
U01576,IN,iOS,Paid Search,5,10.4,1,1
U01577,IN,iOS,Organic,10,11.5,0,2
U01578,CA,Android,Paid Search,27,35.8,2,6
U01579,IN,Web,Organic,19,32.6,3,8
U01580,CA,Android,Organic,5,18.0,1,1
U01581,CA,iOS,Paid Social,4,11.3,2,2
U01582,US,iOS,Paid Search,6,12.7,0,0
U01583,US,Android,Paid Search,24,50.5,1,4
U01584,AU,iOS,Organic,6,6.4,3,3
U01585,US,iOS,Organic,17,11.3,10,5
U01586,UK,Android,Paid Search,8,17.1,1,3
U01587,UK,iOS,Organic,23,50.4,0,3
U01588,IN,Android,Paid Search,4,15.6,2,1
U01589,UK,Web,Paid Search,10,3.8,2,4
U01590,US,iOS,Referral,22,49.6,0,7
U01591,AU,iOS,Organic,25,44.8,0,8
U01592,CA,Android,Paid Social,13,17.4,9,11
U01593,AU,Web,Paid Search,5,10.7,4,2
U01594,US,iOS,Organic,4,7.1,0,1
U01595,US,iOS,Organic,26,37.3,0,9
U01596,US,Web,Organic,23,39.0,2,9
U01597,IN,iOS,Paid Search,5,3.0,0,1
U01598,UK,Android,Paid Search,4,17.8,0,1
U01599,US,Web,Paid Search,4,17.8,0,3
U01600,CA,Web,Organic,15,20.8,13,11
U01601,UK,iOS,Paid Social,4,11.4,3,2
U01602,UK,Web,Referral,8,11.7,1,3
U01603,IN,Web,Paid Social,8,16.9,3,1
U01604,AU,Web,Paid Search,7,6.6,3,3
U01605,UK,iOS,Paid Search,9,14.0,0,2
U01606,UK,Web,Paid Search,8,10.7,1,1
U01607,US,iOS,Paid Social,4,17.1,2,2
U01608,CA,Web,Paid Social,15,25.6,10,15
U01609,US,Android,Paid Search,10,18.4,2,0
U01610,CA,Web,Referral,9,10.2,0,0
U01611,UK,Web,Referral,13,20.2,14,8
U01612,CA,Web,Organic,25,38.3,3,9
U01613,US,Android,Paid Social,5,17.4,1,3
U01614,US,Web,Referral,6,19.4,1,1
U01615,AU,Android,Paid Search,5,12.0,1,1
U01616,IN,Android,Paid Social,20,27.3,1,4
U01617,AU,Android,Organic,11,16.0,12,4
U01618,UK,iOS,Organic,19,34.0,4,8
U01619,CA,iOS,Paid Social,23,12.8,3,6
U01620,US,Android,Paid Search,16,33.5,6,9
U01621,US,iOS,Referral,4,8.7,0,1
U01622,US,Android,Paid Social,6,8.6,0,0
U01623,US,iOS,Paid Search,21,20.0,1,2
U01624,UK,iOS,Paid Social,19,18.8,7,11
U01625,IN,Web,Organic,13,17.4,4,0
U01626,AU,iOS,Paid Social,21,42.6,2,8
U01627,AU,iOS,Paid Search,8,5.0,2,0
U01628,US,Web,Paid Search,2,8.6,2,2
U01629,US,Android,Organic,5,3.0,1,0
U01630,CA,Web,Paid Search,8,4.4,1,2
U01631,US,iOS,Paid Search,20,37.5,0,8
U01632,AU,iOS,Organic,5,10.3,0,1
U01633,CA,Android,Paid Search,26,29.4,2,6
U01634,CA,iOS,Paid Search,16,30.8,5,12
U01635,US,Web,Paid Social,17,12.1,15,12
U01636,CA,Android,Paid Social,2,15.9,3,1
U01637,IN,Web,Paid Social,6,15.6,3,2
U01638,US,iOS,Paid Social,5,18.5,1,0
U01639,IN,Android,Referral,15,21.8,7,8
U01640,US,iOS,Paid Social,12,17.8,11,11
U01641,IN,iOS,Paid Social,7,9.2,0,0
U01642,US,Web,Paid Social,15,14.5,4,13
U01643,AU,iOS,Organic,4,18.3,2,3
U01644,US,Web,Paid Social,29,42.0,0,5
U01645,AU,iOS,Referral,1,10.8,0,3
U01646,UK,Web,Referral,22,27.1,2,7
U01647,UK,Web,Referral,5,17.1,0,0
U01648,US,Android,Paid Search,11,25.0,15,12
U01649,AU,Android,Organic,16,28.0,1,9
U01650,AU,iOS,Paid Social,19,30.5,4,6
U01651,CA,iOS,Paid Social,5,12.6,0,1
U01652,CA,Android,Paid Search,11,7.4,1,1
U01653,IN,Web,Organic,5,15.7,0,0
U01654,CA,Web,Paid Search,7,11.7,1,3
U01655,US,Android,Referral,5,20.4,2,0
U01656,CA,Android,Paid Search,10,23.1,6,14
U01657,CA,iOS,Organic,16,35.5,2,8
U01658,US,Web,Paid Search,10,13.9,0,1
